transaction_id,customer_id,timestamp,amount,currency,merchant,category,is_fraud,fraud_pattern
TX-85B56A31398B,CUST-864616F8,2026-01-22T21:02:01.791552,198.93,USD,King-Hughes,Retail,0,
TX-319F55128AB9,CUST-864616F8,2026-01-27T05:02:01.791552,50.68,USD,Brown and Sons,Retail,0,
TX-8406CD13C260,CUST-864616F8,2026-01-30T02:02:01.791552,119.75,USD,Fisher and Sons,Food,0,
TX-2E6BB9088EC9,CUST-864616F8,2026-01-30T05:02:01.791552,147.98,USD,"Hodges, Palmer and Steele",Utilities,0,
TX-895D171AB24E,CUST-864616F8,2026-02-01T13:02:01.791552,106.11,USD,Gonzalez PLC,Retail,0,
TX-BE2A427D13BB,CUST-864616F8,2026-02-05T07:02:01.791552,1344.2,USD,Ramirez-Orr,Food,0,
TX-2809FBC325A0,CUST-864616F8,2026-02-09T07:02:01.791552,532.41,USD,Turner Ltd,Retail,0,
TX-397D0831A3EA,CUST-864616F8,2026-02-10T20:02:01.791552,1683.48,USD,Mcdonald-Peters,Travel,0,
TX-7235A372880F,CUST-0A10F015,2025-11-15T00:02:01.791552,1954.28,USD,Anderson-Davis,Travel,0,
TX-1A1CD7EEEFD1,CUST-0A10F015,2025-11-16T03:02:01.791552,1837.18,USD,"Olson, Wheeler and Watson",Utilities,0,
TX-019814BC8FAE,CUST-0A10F015,2025-11-19T01:02:01.791552,1691.82,USD,Yang Group,Food,0,
TX-DB6FA600AC76,CUST-0A10F015,2025-11-21T05:02:01.791552,1949.22,USD,Roman-Norris,Food,0,
TX-6CD36DBE4C87,CUST-0A10F015,2025-11-23T17:02:01.791552,722.1,USD,"Medina, Mcbride and Atkinson",Travel,0,
TX-7989638C6884,CUST-0A10F015,2025-11-26T14:02:01.791552,712.69,USD,"Alexander, Cooper and Strickland",Food,0,
TX-05C47EEF7CAB,CUST-0A10F015,2025-11-28T01:02:01.791552,76.75,USD,"Collins, Davis and Fields",Food,0,
TX-A0AF54562389,CUST-0A10F015,2025-11-30T20:02:01.791552,1958.06,USD,"Ruiz, Adams and Whitehead",Food,0,
TX-45879F4BC7F2,CUST-0A10F015,2025-12-02T02:02:01.791552,988.14,USD,Nichols-House,Travel,0,
TX-2DF52A2B211E,CUST-0A10F015,2025-12-04T06:02:01.791552,917.73,USD,White Ltd,Travel,0,
TX-0F4450B633B2,CUST-0A10F015,2025-12-06T16:02:01.791552,1550.82,USD,Brown and Sons,Travel,0,
TX-EC6D76475AEC,CUST-0A10F015,2025-12-08T18:02:01.791552,502.62,USD,Sharp Group,Travel,0,
TX-A8F7EFF5918B,CUST-0A10F015,2025-12-09T04:02:01.791552,750.93,USD,Richardson-Obrien,Retail,0,
TX-39F10116D24F,CUST-0A10F015,2025-12-12T00:02:01.791552,511.11,USD,Hunter-Hart,Retail,0,
TX-DDEBAC938B33,CUST-0A10F015,2025-12-16T10:02:01.791552,1460.32,USD,Owens-Wilson,Travel,0,
TX-3EB64C88CCFC,CUST-0A10F015,2025-12-20T17:02:01.791552,468.18,USD,Davis Inc,Food,0,
TX-E39C876B91EE,CUST-0A10F015,2025-12-25T13:02:01.791552,1665.11,USD,"Lucas, Horn and Walsh",Retail,0,
TX-F5D22A983B54,CUST-0A10F015,2025-12-26T03:02:01.791552,1400.55,USD,Allen-Taylor,Utilities,0,
TX-F4AE0F6E2C54,CUST-0A10F015,2025-12-27T12:02:01.791552,1729.87,USD,Crawford PLC,Utilities,0,
TX-9494ABD9D205,CUST-0A10F015,2025-12-29T03:02:01.791552,1609.62,USD,Acosta-Olson,Travel,0,
TX-3859227BC187,CUST-0A10F015,2026-01-02T20:02:01.791552,1244.49,USD,"Pena, Byrd and Lowery",Utilities,0,
TX-51D682E0CF5F,CUST-0A10F015,2026-01-04T21:02:01.791552,1983.41,USD,Walton-Young,Food,0,
TX-1B3E0B713FEB,CUST-0A10F015,2026-01-08T15:02:01.791552,1372.82,USD,"Warren, Gray and Jones",Utilities,0,
TX-59F604866B6F,CUST-0A10F015,2026-01-12T15:02:01.791552,696.71,USD,"Hendricks, Nelson and Moran",Retail,0,
TX-1F3D5CD703A0,CUST-0A10F015,2026-01-13T06:02:01.791552,138.97,USD,"King, Solis and Walls",Retail,0,
TX-A27212C95D95,CUST-0A10F015,2026-01-18T02:02:01.791552,56.21,USD,"Blevins, Butler and Simon",Retail,0,
TX-E9DDA026608C,CUST-0A10F015,2026-01-20T06:02:01.791552,1058.74,USD,Booker LLC,Utilities,0,
TX-503BB32E6899,CUST-0A10F015,2026-01-24T05:02:01.791552,1245.43,USD,Little Inc,Utilities,0,
TX-DBA8E300286F,CUST-0A10F015,2026-01-28T02:02:01.791552,1085.47,USD,Martin and Sons,Travel,0,
TX-5F0CD2070269,CUST-0A10F015,2026-01-29T10:02:01.791552,1148.43,USD,"Bray, Lewis and Acevedo",Retail,0,
TX-5C3682833FB5,CUST-0A10F015,2026-02-01T10:02:01.791552,1376.19,USD,Scott Group,Utilities,0,
TX-67FBC3086AC5,CUST-0A10F015,2026-02-05T17:02:01.791552,1579.48,USD,Fisher LLC,Travel,0,
TX-069435C0FAEE,CUST-0A10F015,2026-02-09T04:02:01.791552,1451.43,USD,Le-Frazier,Food,0,
TX-82BC421C188E,CUST-0A10F015,2026-02-11T00:02:01.791552,244.77,USD,"Frye, Cunningham and Moore",Travel,0,
TX-9E0201F3C5D0,CUST-1ACEF044,2025-11-18T21:02:01.791552,770.27,USD,"Anthony, Miranda and Knox",Travel,0,
TX-24D84218A04B,CUST-1ACEF044,2025-11-23T21:02:01.791552,1450.78,USD,"Harris, Figueroa and Jones",Retail,0,
TX-C93A4F5D462A,CUST-1ACEF044,2025-11-28T10:02:01.791552,165.72,USD,Brown PLC,Retail,0,
TX-F784F3D83EBA,CUST-1ACEF044,2025-12-02T17:02:01.791552,1305.05,USD,"Hunter, Campos and Ferrell",Retail,0,
TX-462FFC58BE01,CUST-1ACEF044,2025-12-06T03:02:01.791552,186.49,USD,Moore LLC,Utilities,0,
TX-047200D18A6C,CUST-1ACEF044,2025-12-10T08:02:01.791552,1992.69,USD,Carter-Mueller,Travel,0,
TX-0A6ADC612EB5,CUST-1ACEF044,2025-12-14T00:02:01.791552,1173.53,USD,"Robinson, Hensley and Sullivan",Retail,0,
TX-F42AF2E28B8E,CUST-1ACEF044,2025-12-17T23:02:01.791552,1593.96,USD,"Price, Johnson and Hansen",Utilities,0,
TX-44DFAB4D2534,CUST-1ACEF044,2025-12-21T00:02:01.791552,1083.71,USD,Williamson and Sons,Retail,0,
TX-C74EA71B5A10,CUST-1ACEF044,2025-12-24T12:02:01.791552,74.01,USD,"Little, Galloway and Bolton",Utilities,0,
TX-B4AC216EED86,CUST-1ACEF044,2025-12-27T07:02:01.791552,1710.32,USD,Jackson-Hicks,Retail,0,
TX-F3B017B0A805,CUST-1ACEF044,2025-12-29T17:02:01.791552,1676.14,USD,"Martinez, Johnson and Rodriguez",Food,0,
TX-5F0744BD31B1,CUST-1ACEF044,2025-12-31T15:02:01.791552,1556.96,USD,Thomas-Gordon,Food,0,
TX-40519F948946,CUST-1ACEF044,2026-01-03T09:02:01.791552,703.5,USD,Wallace Ltd,Utilities,0,
TX-ABDF64EDBC5D,CUST-1ACEF044,2026-01-07T10:02:01.791552,763.1,USD,Perez-Bradley,Food,0,
TX-B022C1F9649E,CUST-1ACEF044,2026-01-07T13:02:01.791552,1463.21,USD,Williams-Sosa,Utilities,0,
TX-F5346DF66380,CUST-1ACEF044,2026-01-12T13:02:01.791552,1284.87,USD,"Roy, Floyd and Bryan",Travel,0,
TX-BFE8B0E2AA4E,CUST-1ACEF044,2026-01-15T13:02:01.791552,1782.23,USD,Brown Group,Travel,0,
TX-89320D97EE16,CUST-1ACEF044,2026-01-15T20:02:01.791552,414.82,USD,Garcia LLC,Food,0,
TX-6CD18A1F0713,CUST-1ACEF044,2026-01-16T23:02:01.791552,1774.48,USD,Lee-Smith,Travel,0,
TX-FF3BE8410E67,CUST-1ACEF044,2026-01-18T04:02:01.791552,1460.47,USD,Anderson-Reeves,Travel,0,
TX-8CE1E9BD088E,CUST-1ACEF044,2026-01-19T12:02:01.791552,1437.13,USD,"Hunt, Reynolds and Alexander",Food,0,
TX-D22D47250BF9,CUST-1ACEF044,2026-01-24T03:02:01.791552,1282.6,USD,"Collins, Johnson and Gomez",Food,0,
TX-A161EA67D74D,CUST-1ACEF044,2026-01-27T07:02:01.791552,54.41,USD,Weber-Phillips,Retail,0,
TX-D1AE7B17D40E,CUST-1ACEF044,2026-01-28T07:02:01.791552,1118.0,USD,"Murphy, Freeman and Brown",Retail,0,
TX-480D83BC5C6A,CUST-1ACEF044,2026-01-31T07:02:01.791552,1360.63,USD,Walker and Sons,Travel,0,
TX-705EDCF1BA5A,CUST-1ACEF044,2026-02-02T03:02:01.791552,1475.01,USD,Porter-Lopez,Retail,0,
TX-0E4B9C0AFE7E,CUST-1ACEF044,2026-02-03T00:02:01.791552,1452.03,USD,"Cardenas, Valdez and Li",Food,0,
TX-38E1EC4C96DB,CUST-1ACEF044,2026-02-06T05:02:01.791552,431.99,USD,Stewart-Green,Travel,0,
TX-4C559881B023,CUST-1ACEF044,2026-02-09T15:02:01.791552,1407.4,USD,Ray Inc,Food,0,
TX-ED1A98968ED4,CUST-1ACEF044,2026-02-10T04:02:01.791552,1344.79,USD,Thomas-Novak,Retail,0,
TX-BA075D46936E,CUST-2A8F6B15,2025-11-18T22:02:01.791552,763.83,USD,Potts-Mccann,Food,0,
TX-D5D246670DC7,CUST-2A8F6B15,2025-11-20T14:02:01.791552,694.52,USD,Rivers Inc,Retail,0,
TX-C9D22F20774E,CUST-2A8F6B15,2025-11-20T19:02:01.791552,213.45,USD,Melendez Group,Retail,0,
TX-E9D8A73B3147,CUST-2A8F6B15,2025-11-25T15:02:01.791552,416.03,USD,Payne-Lloyd,Travel,0,
TX-29777205AC72,CUST-2A8F6B15,2025-11-28T21:02:01.791552,1773.83,USD,"Bennett, Elliott and Williams",Food,0,
TX-7F1294CF9671,CUST-2A8F6B15,2025-12-03T20:02:01.791552,1912.95,USD,Adams-Mendez,Food,0,
TX-C4D22F88715B,CUST-2A8F6B15,2025-12-04T03:02:01.791552,1421.27,USD,Morgan-Evans,Travel,0,
TX-46B59582DA43,CUST-2A8F6B15,2025-12-07T15:02:01.791552,1601.87,USD,Mayer-Sanders,Food,0,
TX-D385BCD86E3F,CUST-2A8F6B15,2025-12-12T07:02:01.791552,459.25,USD,"Wood, Rangel and Lewis",Utilities,0,
TX-C8F2CC329305,CUST-2A8F6B15,2025-12-12T14:02:01.791552,351.08,USD,Banks Group,Utilities,0,
TX-CEC68550C68E,CUST-E7F33433,2025-11-16T18:02:01.791552,807.25,USD,Thompson-Acosta,Travel,0,
TX-B01060538AF4,CUST-E7F33433,2025-11-18T20:02:01.791552,1290.95,USD,Adams-Diaz,Travel,0,
TX-12D160DA04FD,CUST-E7F33433,2025-11-21T04:02:01.791552,1072.28,USD,"Alexander, Burch and Fuller",Utilities,0,
TX-74D8FDF9D9ED,CUST-E7F33433,2025-11-24T08:02:01.791552,1677.21,USD,"Bailey, Maynard and Hall",Food,0,
TX-F2C62E9863D5,CUST-E7F33433,2025-11-25T15:02:01.791552,1298.57,USD,Andrews-Wall,Travel,0,
TX-FEDB394AAC08,CUST-E7F33433,2025-11-29T20:02:01.791552,1568.93,USD,"Hickman, Davidson and Avery",Food,0,
TX-9D8C434060BA,CUST-E7F33433,2025-11-30T16:02:01.791552,546.22,USD,Bailey PLC,Food,0,
TX-D5E26DEE78CB,CUST-E7F33433,2025-12-05T03:02:01.791552,1600.62,USD,Martin-Lewis,Food,0,
TX-328ABFE80AB8,CUST-E7F33433,2025-12-09T21:02:01.791552,1378.73,USD,"Anthony, Brown and Sanford",Travel,0,
TX-5CEEC2A14143,CUST-E7F33433,2025-12-10T03:02:01.791552,1963.55,USD,Olsen-Bryan,Utilities,0,
TX-F7C80664714C,CUST-E7F33433,2025-12-10T11:02:01.791552,1601.55,USD,Fitzgerald-Martinez,Retail,0,
TX-8790639B97E8,CUST-E7F33433,2025-12-11T14:02:01.791552,555.33,USD,"Rodriguez, White and Anderson",Utilities,0,
TX-0A0725A0A813,CUST-E7F33433,2025-12-12T00:02:01.791552,269.42,USD,"Taylor, Melendez and Eaton",Retail,0,
TX-0A1142D71734,CUST-E7F33433,2025-12-12T10:02:01.791552,1904.28,USD,"Johnson, Wallace and Petty",Retail,0,
TX-77F421D0D976,CUST-E7F33433,2025-12-17T07:02:01.791552,999.13,USD,Stevens Ltd,Utilities,0,
TX-7E59CA6D48D5,CUST-E7F33433,2025-12-21T05:02:01.791552,399.83,USD,Butler-Williamson,Retail,0,
TX-4490FBAC7954,CUST-E7F33433,2025-12-23T06:02:01.791552,1694.92,USD,Jackson-Sutton,Food,0,
TX-C3E7F688B299,CUST-E7F33433,2025-12-26T20:02:01.791552,1485.39,USD,Charles and Sons,Travel,0,
TX-09610A2CE6F9,CUST-E7F33433,2025-12-29T20:02:01.791552,1021.49,USD,Guzman PLC,Retail,0,
TX-B3DBDC6CDF95,CUST-E7F33433,2026-01-01T15:02:01.791552,1328.24,USD,Adams Inc,Retail,0,
TX-371E752F8A22,CUST-E7F33433,2026-01-06T09:02:01.791552,620.53,USD,Williams-Arnold,Travel,0,
TX-C1198B12B808,CUST-E7F33433,2026-01-10T00:02:01.791552,831.64,USD,Leon-Santos,Retail,0,
TX-65451C61FE2E,CUST-E7F33433,2026-01-10T17:02:01.791552,1956.46,USD,"Strickland, Allen and Martin",Utilities,0,
TX-0F4F2D1CE0E8,CUST-E7F33433,2026-01-11T12:02:01.791552,765.15,USD,"Reed, Bennett and Mcclain",Travel,0,
TX-21056373FC19,CUST-E7F33433,2026-01-15T11:02:01.791552,356.78,USD,Austin PLC,Utilities,0,
TX-92178E4D7AEE,CUST-E7F33433,2026-01-16T08:02:01.791552,731.56,USD,"Lopez, Boyd and Rose",Food,0,
TX-64171EA0D725,CUST-E7F33433,2026-01-19T13:02:01.791552,1177.49,USD,Morales-Reynolds,Retail,0,
TX-EFEDD46522CF,CUST-E7F33433,2026-01-23T17:02:01.791552,775.06,USD,"Miller, Perez and Roberts",Utilities,0,
TX-A6FA019C55A9,CUST-E7F33433,2026-01-27T18:02:01.791552,798.64,USD,Ellis Group,Utilities,0,
TX-CE11831FFC93,CUST-E7F33433,2026-01-28T19:02:01.791552,1243.38,USD,Brown Ltd,Utilities,0,
TX-CC67A26DF8D6,CUST-E7F33433,2026-02-02T05:02:01.791552,69.37,USD,Brady-Rivera,Utilities,0,
TX-7429A6A0F039,CUST-E7F33433,2026-02-05T09:02:01.791552,137.99,USD,Rich Inc,Travel,0,
TX-61B4DF47D572,CUST-E7F33433,2026-02-09T07:02:01.791552,1061.74,USD,"Morris, Jacobson and Clark",Food,0,
TX-FAA8D80B2B1F,CUST-AEF85DEB,2026-01-11T01:03:29.791552,287.9,USD,"Sawyer, Francis and Johnson",Fraudulent,1,High Velocity
TX-892A7C5C94CE,CUST-AEF85DEB,2026-01-11T01:05:43.791552,289.46,USD,Tyler Group,Fraudulent,1,High Velocity
TX-D4087D80EF2D,CUST-AEF85DEB,2026-01-11T01:06:34.791552,299.78,USD,Miller-Walker,Fraudulent,1,High Velocity
TX-BD257A373E29,CUST-AEF85DEB,2026-01-11T01:09:10.791552,148.21,USD,Mason-Murphy,Fraudulent,1,High Velocity
TX-53DF68073D28,CUST-AEF85DEB,2026-01-11T01:09:41.791552,168.24,USD,"Evans, Trujillo and Bowen",Fraudulent,1,High Velocity
TX-0D6FEA266393,CUST-AEF85DEB,2026-01-11T01:14:32.791552,126.86,USD,White Inc,Fraudulent,1,High Velocity
TX-BE4BE2CFA719,CUST-AEF85DEB,2026-01-11T01:17:47.791552,252.45,USD,Jones-Robinson,Fraudulent,1,High Velocity
TX-533BCD4EE401,CUST-AEF85DEB,2026-01-11T01:20:02.791552,359.36,USD,Mclaughlin and Sons,Fraudulent,1,High Velocity
TX-DDCF89F166E6,CUST-AEF85DEB,2026-01-11T01:25:02.791552,369.38,USD,Bell Ltd,Fraudulent,1,High Velocity
TX-9C79CD85E46C,CUST-AEF85DEB,2026-01-11T01:29:04.791552,419.33,USD,Ruiz-Phillips,Fraudulent,1,High Velocity
TX-B1614B8AFCC9,CUST-AEF85DEB,2026-01-11T01:32:03.791552,415.92,USD,Hall PLC,Fraudulent,1,High Velocity
TX-9132ACAFC126,CUST-AEF85DEB,2026-01-11T01:36:59.791552,356.03,USD,May and Sons,Fraudulent,1,High Velocity
TX-5DFAD4D5C91B,CUST-AEF85DEB,2026-01-11T01:38:29.791552,463.21,USD,Tyler-Lee,Fraudulent,1,High Velocity
TX-8BA6ED3EDF05,CUST-55A37ACD,2025-11-14T09:02:01.791552,36.22,USD,Hernandez-Brown,Retail,0,
TX-D31265CD43E5,CUST-55A37ACD,2025-11-17T01:02:01.791552,557.35,USD,"Brown, Cummings and Paul",Travel,0,
TX-D625B463655E,CUST-55A37ACD,2025-11-20T23:02:01.791552,780.73,USD,"Norton, Perez and Ryan",Travel,0,
TX-8B25F401A9D6,CUST-55A37ACD,2025-11-24T09:02:01.791552,1395.21,USD,Shelton LLC,Travel,0,
TX-2353C484CDCC,CUST-55A37ACD,2025-11-28T14:02:01.791552,1152.16,USD,Adams Ltd,Travel,0,
TX-93AA4DC70A9A,CUST-55A37ACD,2025-12-03T10:02:01.791552,306.51,USD,"Stewart, Greene and Perez",Retail,0,
TX-37F337AB5094,CUST-55A37ACD,2025-12-04T15:02:01.791552,224.1,USD,"Clark, Smith and Green",Travel,0,
TX-BA349362C0FA,CUST-55A37ACD,2025-12-09T10:02:01.791552,174.23,USD,Herrera-Schneider,Food,0,
TX-1D8C6F9FDA45,CUST-55A37ACD,2025-12-10T15:02:01.791552,1314.81,USD,Harris-Day,Utilities,0,
TX-64E1195887F0,CUST-55A37ACD,2025-12-15T09:02:01.791552,27.3,USD,Gonzales PLC,Retail,0,
TX-133D29C03B4D,CUST-55A37ACD,2025-12-15T14:02:01.791552,395.21,USD,Parsons-Schultz,Travel,0,
TX-C20346615F91,CUST-55A37ACD,2025-12-16T15:02:01.791552,1603.6,USD,Craig Inc,Travel,0,
TX-BABBEC3817EA,CUST-55A37ACD,2025-12-20T03:02:01.791552,752.64,USD,"Sandoval, Gardner and Reyes",Utilities,0,
TX-156EB13D8350,CUST-55A37ACD,2025-12-22T00:02:01.791552,55.17,USD,Stewart-Ruiz,Travel,0,
TX-0E586D3F62CD,CUST-55A37ACD,2025-12-25T08:02:01.791552,1900.58,USD,Castillo Group,Utilities,0,
TX-C3B5A6635F57,CUST-55A37ACD,2025-12-29T20:02:01.791552,1057.96,USD,Torres-Reynolds,Retail,0,
TX-4C348E08FB20,CUST-55A37ACD,2025-12-30T15:02:01.791552,666.17,USD,Kelly Group,Travel,0,
TX-101482EB833B,CUST-55A37ACD,2025-12-31T20:02:01.791552,786.93,USD,"Fields, Garcia and Turner",Utilities,0,
TX-2B4B71B9F705,CUST-55A37ACD,2026-01-03T21:02:01.791552,1818.17,USD,"Riley, James and Walker",Utilities,0,
TX-AFE19D5C1588,CUST-55A37ACD,2026-01-08T11:02:01.791552,1587.06,USD,Mitchell-Bailey,Utilities,0,
TX-8F1DC9F941AA,CUST-55A37ACD,2026-01-10T04:02:01.791552,1738.49,USD,Zuniga-Macias,Travel,0,
TX-729D171B557E,CUST-55A37ACD,2026-01-14T13:02:01.791552,637.93,USD,"Thomas, Olson and Anderson",Retail,0,
TX-1286452AB4A3,CUST-55A37ACD,2026-01-18T06:02:01.791552,843.38,USD,Torres-Smith,Utilities,0,
TX-A3302FF3EC52,CUST-55A37ACD,2026-01-21T17:02:01.791552,707.64,USD,Francis LLC,Travel,0,
TX-FDC21612BBAD,CUST-55A37ACD,2026-01-24T04:02:01.791552,733.08,USD,Odonnell-Yates,Utilities,0,
TX-F5158DAE88F6,CUST-55A37ACD,2026-01-28T17:02:01.791552,417.11,USD,"Fowler, Cabrera and Martinez",Travel,0,
TX-5407D99DE27F,CUST-55A37ACD,2026-02-01T18:02:01.791552,1302.34,USD,"Johnston, Baker and Porter",Utilities,0,
TX-50C01FE5BFF2,CUST-55A37ACD,2026-02-02T17:02:01.791552,1869.57,USD,Bowman-Rowland,Retail,0,
TX-6E67D3BEE91E,CUST-55A37ACD,2026-02-06T10:02:01.791552,352.36,USD,"Price, Smith and Evans",Utilities,0,
TX-8E16F349B2FD,CUST-55A37ACD,2026-02-10T22:02:01.791552,1861.66,USD,Bruce-Martinez,Travel,0,
TX-37856D7D97C6,CUST-CB7702B7,2025-11-16T04:02:01.791552,416.61,USD,"Weber, Smith and Myers",Travel,0,
TX-6E4537251ACA,CUST-CB7702B7,2025-11-20T14:02:01.791552,1378.9,USD,Smith-Turner,Utilities,0,
TX-B4A9BC53A148,CUST-CB7702B7,2025-11-21T13:02:01.791552,272.49,USD,Alvarez PLC,Utilities,0,
TX-33AC4AED262E,CUST-CB7702B7,2025-11-24T23:02:01.791552,1981.3,USD,"Hurley, Harris and Gomez",Food,0,
TX-B01106E24F3A,CUST-CB7702B7,2025-11-29T08:02:01.791552,481.19,USD,Miller PLC,Utilities,0,
TX-CDCC55896B10,CUST-CB7702B7,2025-12-01T16:02:01.791552,1723.61,USD,"Montgomery, Hayes and Snow",Retail,0,
TX-DE74224192CC,CUST-CB7702B7,2025-12-04T00:02:01.791552,229.73,USD,"Reyes, Crawford and Hays",Travel,0,
TX-0CD8AAB79C87,CUST-CB7702B7,2025-12-06T10:02:01.791552,1961.43,USD,Hanna PLC,Travel,0,
TX-A96C9CEFEF74,CUST-CB7702B7,2025-12-10T20:02:01.791552,360.8,USD,Ray-Lopez,Food,0,
TX-A920C12448FF,CUST-CB7702B7,2025-12-15T14:02:01.791552,1859.45,USD,Clark Group,Food,0,
TX-A14877C8AF98,CUST-CB7702B7,2025-12-18T20:02:01.791552,239.49,USD,"Bell, Owens and Humphrey",Food,0,
TX-38ACBAAF4288,CUST-CB7702B7,2025-12-23T00:02:01.791552,200.68,USD,Rodriguez Ltd,Travel,0,
TX-0E53DECA50D6,CUST-CB7702B7,2025-12-27T02:02:01.791552,534.13,USD,Caldwell-White,Retail,0,
TX-2DEA38DAED21,CUST-CB7702B7,2025-12-31T23:02:01.791552,1141.97,USD,Davis-Salinas,Food,0,
TX-E98B0752A1B7,CUST-CB7702B7,2026-01-04T08:02:01.791552,390.94,USD,Taylor LLC,Utilities,0,
TX-86AB74F87FA5,CUST-CB7702B7,2026-01-07T22:02:01.791552,639.83,USD,"Schneider, Davis and Stewart",Travel,0,
TX-C465E495BC9D,CUST-CB7702B7,2026-01-11T19:02:01.791552,119.14,USD,"Clayton, Martin and Webb",Travel,0,
TX-03319F8E63DD,CUST-CB7702B7,2026-01-15T05:02:01.791552,296.26,USD,"Wright, Gonzales and Anderson",Food,0,
TX-A62D8F8F3ACC,CUST-CB7702B7,2026-01-19T20:02:01.791552,1335.97,USD,"Vasquez, Swanson and Sanchez",Retail,0,
TX-B96ADA38FAFD,CUST-CB7702B7,2026-01-24T17:02:01.791552,1280.87,USD,"Everett, Carroll and Smith",Utilities,0,
TX-36D56620F89F,CUST-CB7702B7,2026-01-27T05:02:01.791552,988.49,USD,Burns-Lopez,Retail,0,
TX-3D536098948F,CUST-CB7702B7,2026-01-31T18:02:01.791552,37.92,USD,Martinez LLC,Travel,0,
TX-A7A49C24EE20,CUST-CB7702B7,2026-02-02T02:02:01.791552,803.74,USD,Turner Ltd,Travel,0,
TX-604BF28878D4,CUST-CB7702B7,2026-02-06T20:02:01.791552,1244.24,USD,"Villegas, Jimenez and Harrison",Food,0,
TX-0D06AAF50354,CUST-CB7702B7,2026-02-08T02:02:01.791552,60.04,USD,Golden Ltd,Food,0,
