amount,time_since_last_tx,velocity_1h,velocity_24h,vol_1h,amount_zscore,risk_rating_encoded,is_senior,age,annual_income,is_fraud
584.09,50400.0,1.0,2.0,584.09,-0.8696097378039311,2,0,34,14710.7,0
1941.31,270000.0,1.0,1.0,1941.31,1.4755304449720754,2,0,34,14710.7,0
431.49,295200.0,1.0,1.0,431.49,-1.1332872491076393,2,0,34,14710.7,0
1248.88,291600.0,1.0,1.0,1248.88,0.2790807781829109,2,0,34,14710.7,0
1468.0,126000.0,1.0,1.0,1468.0,0.6576981849775929,2,0,34,14710.7,0
372.82,223200.0,1.0,1.0,372.82,-1.2346631310747989,2,0,34,14710.7,0
1838.54,201600.0,1.0,1.0,1838.54,1.297954181297881,2,0,34,14710.7,0
1831.79,3600.0,1.0,2.0,1831.79,1.2862908575672125,2,0,34,14710.7,0
1212.61,241200.0,1.0,1.0,1212.61,0.21640985200345123,2,0,34,14710.7,0
1943.1,259200.0,1.0,1.0,1943.1,1.4786233856354676,2,0,34,14710.7,0
552.69,320400.0,1.0,1.0,552.69,-0.9238657918991895,2,0,34,14710.7,0
525.57,140400.0,1.0,1.0,525.57,-0.9707264347992981,2,0,34,14710.7,0
1977.59,0.0,1.0,1.0,1977.59,1.4573316477334153,0,0,51,24775.59,0
1528.01,68400.0,1.0,2.0,1528.01,0.6751435348642898,0,0,51,24775.59,0
1213.76,349200.0,1.0,1.0,1213.76,0.12840521361084734,0,0,51,24775.59,0
704.46,104400.0,1.0,1.0,704.46,-0.7576849280419076,0,0,51,24775.59,0
445.43,118800.0,1.0,1.0,445.43,-1.2083504088828916,0,0,51,24775.59,0
135.64,262800.0,1.0,1.0,135.64,-1.7473291345506847,0,0,51,24775.59,0
371.08,100800.0,1.0,1.0,371.08,-1.3377059989710174,0,0,51,24775.59,0
1771.63,68400.0,1.0,2.0,1771.63,1.0989983950831084,0,0,51,24775.59,0
1168.85,68400.0,1.0,2.0,1168.85,0.05026991366656047,0,0,51,24775.59,0
1852.34,180000.0,1.0,1.0,1852.34,1.2394192380691553,0,0,51,24775.59,0
1523.12,360000.0,1.0,1.0,1523.12,0.6666358168342839,0,0,51,24775.59,0
1788.66,201600.0,1.0,1.0,1788.66,1.1286275235188956,0,0,51,24775.59,0
549.0,255600.0,1.0,1.0,549.0,-1.0281572889712955,0,0,51,24775.59,0
345.52,385200.0,1.0,1.0,345.52,-1.3821757889192685,0,0,51,24775.59,0
1482.94,118800.0,1.0,1.0,1482.94,0.5967298637779171,0,0,51,24775.59,0
1562.2,100800.0,1.0,1.0,1562.2,0.7346279682888093,0,0,51,24775.59,0
1282.15,248400.0,1.0,1.0,1282.15,0.24739147865626657,0,0,51,24775.59,0
1222.71,212400.0,1.0,1.0,1222.71,0.14397659937128754,0,0,51,24775.59,0
1938.12,97200.0,1.0,1.0,1938.12,1.3886609666200551,0,0,51,24775.59,0
684.23,144000.0,1.0,1.0,684.23,-0.7928814793194164,0,0,51,24775.59,0
1320.57,151200.0,1.0,1.0,1320.57,0.31423534914968637,0,0,51,24775.59,0
1535.78,291600.0,1.0,1.0,1535.78,0.6886619334518451,0,0,51,24775.59,0
1209.18,417600.0,1.0,1.0,1209.18,0.12043683966863342,0,0,51,24775.59,0
1720.06,14400.0,1.0,2.0,1720.06,1.0092758963494883,0,0,51,24775.59,0
1278.25,363600.0,1.0,1.0,1278.25,0.24060618206791817,0,0,51,24775.59,0
566.16,61200.0,1.0,2.0,566.16,-0.9983019839825635,0,0,51,24775.59,0
96.46,219600.0,1.0,1.0,96.46,-1.8154952679690135,0,0,51,24775.59,0
1459.66,288000.0,1.0,1.0,1459.66,0.5562268626043925,0,0,51,24775.59,0
1418.8,126000.0,1.0,1.0,1418.8,0.48513783219415946,0,0,51,24775.59,0
67.75,367200.0,1.0,1.0,67.75,-1.8654454897770847,0,0,51,24775.59,0
820.22,374400.0,1.0,1.0,820.22,-0.5562834067426283,0,0,51,24775.59,0
1438.27,82800.0,1.0,2.0,1438.27,0.5190121205467594,0,0,51,24775.59,0
1007.4,0.0,1.0,1.0,1007.4,0.05529175109160771,2,0,46,132323.42,0
573.09,104400.0,1.0,1.0,573.09,-0.7116928982704744,2,0,46,132323.42,0
785.53,345600.0,1.0,1.0,785.53,-0.33652718965109957,2,0,46,132323.42,0
1559.2,57600.0,1.0,2.0,1559.2,1.0297618980327259,2,0,46,132323.42,0
22.08,205200.0,1.0,1.0,22.08,-1.684767917599988,2,0,46,132323.42,0
1101.2,388800.0,1.0,1.0,1101.2,0.22094108016568698,2,0,46,132323.42,0
189.59,266400.0,1.0,1.0,189.59,-1.388947884410233,2,0,46,132323.42,0
1674.71,205200.0,1.0,1.0,1674.71,1.2337507466611575,2,0,46,132323.42,0
315.01,50400.0,1.0,2.0,315.01,-1.1674581311855956,2,0,46,132323.42,0
1983.57,75600.0,1.0,2.0,1983.57,1.7791926632690473,2,0,46,132323.42,0
1806.12,187200.0,1.0,1.0,1806.12,1.465818745953532,2,0,46,132323.42,0
1490.86,403200.0,1.0,1.0,1490.86,0.9090745297073252,2,0,46,132323.42,0
1256.47,363600.0,1.0,1.0,1256.47,0.4951454652971611,2,0,46,132323.42,0
385.81,147600.0,1.0,1.0,385.81,-1.0424264414367168,2,0,46,132323.42,0
799.88,327600.0,1.0,1.0,799.88,-0.3111853146808113,2,0,46,132323.42,0
946.18,244800.0,1.0,1.0,946.18,-0.05282180888616554,2,0,46,132323.42,0
1175.88,356400.0,1.0,1.0,1175.88,0.35282478907029513,2,0,46,132323.42,0
1157.34,108000.0,1.0,1.0,1157.34,0.3200834398055461,2,0,46,132323.42,0
1106.96,18000.0,1.0,2.0,1106.96,0.231113149840172,2,0,46,132323.42,0
1206.3,392400.0,1.0,1.0,1206.3,0.4065460320386689,2,0,46,132323.42,0
773.78,93600.0,1.0,1.0,773.78,-0.35727750539332165,2,0,46,132323.42,0
1904.06,97200.0,1.0,1.0,1904.06,1.6387792501061473,2,0,46,132323.42,0
1664.28,367200.0,1.0,1.0,1664.28,1.2153315302193382,2,0,46,132323.42,0
1288.56,399600.0,1.0,1.0,1288.56,0.5518159020774083,2,0,46,132323.42,0
770.17,288000.0,1.0,1.0,770.17,-0.36365270878305966,2,0,46,132323.42,0
57.79,180000.0,1.0,1.0,57.79,-1.6217046175868177,2,0,46,132323.42,0
688.17,108000.0,1.0,1.0,688.17,-0.5084634228989924,2,0,46,132323.42,0
487.72,327600.0,1.0,1.0,487.72,-0.8624549795397084,2,0,46,132323.42,0
128.92,403200.0,1.0,1.0,128.92,-1.4960901530128385,2,0,46,132323.42,0
1531.83,0.0,1.0,1.0,1531.83,0.9616134774943198,1,0,57,93593.96,0
65.58,147600.0,1.0,1.0,65.58,-1.7396176385389155,1,0,57,93593.96,0
944.26,327600.0,1.0,1.0,944.26,-0.12085019981012897,1,0,57,93593.96,0
610.58,334800.0,1.0,1.0,610.58,-0.7355794743526489,1,0,57,93593.96,0
1813.55,122400.0,1.0,1.0,1813.55,1.4806183061448794,1,0,57,93593.96,0
811.35,230400.0,1.0,1.0,811.35,-0.3657065528413155,1,0,57,93593.96,0
1776.98,115200.0,1.0,1.0,1776.98,1.4132464241920506,1,0,57,93593.96,0
948.59,57600.0,1.0,2.0,948.59,-0.11287316265246554,1,0,57,93593.96,0
891.59,162000.0,1.0,1.0,891.59,-0.21788265872332277,1,0,57,93593.96,0
1297.63,205200.0,1.0,1.0,1297.63,0.5301534076733593,1,0,57,93593.96,0
971.22,36000.0,1.0,2.0,971.22,-0.07118255044047432,1,0,57,93593.96,0
1229.99,417600.0,1.0,1.0,1229.99,0.40554213900260855,1,0,57,93593.96,0
1885.47,302400.0,1.0,1.0,1885.47,1.613114498380249,1,0,57,93593.96,0
1113.52,334800.0,1.0,1.0,1113.52,0.19097273536449022,1,0,57,93593.96,0
873.82,320400.0,1.0,1.0,873.82,-0.2506198296913777,1,0,57,93593.96,0
927.72,122400.0,1.0,1.0,927.72,-0.15132137638928642,1,0,57,93593.96,0
1687.23,133200.0,1.0,1.0,1687.23,1.2479025246769728,1,0,57,93593.96,0
1459.12,403200.0,1.0,1.0,1459.12,0.8276618904888455,1,0,57,93593.96,0
827.21,140400.0,1.0,1.0,827.21,-0.33648812112756465,1,0,57,93593.96,0
350.21,93600.0,1.0,1.0,350.21,-1.2152517987731597,1,0,57,93593.96,0
392.75,79200.0,1.0,2.0,392.75,-1.136881553810804,1,0,57,93593.96,0
403.88,345600.0,1.0,1.0,403.88,-1.1163770679990734,1,0,57,93593.96,0
120.17,219600.0,1.0,1.0,120.17,-1.6390480176528086,1,0,57,93593.96,0
660.77,108000.0,1.0,1.0,660.77,-0.6431158496544679,1,0,57,93593.96,0
1968.91,324000.0,1.0,1.0,1968.91,1.766833662453097,1,0,57,93593.96,0
692.39,18000.0,1.0,2.0,692.39,-0.5848632134130555,1,0,57,93593.96,0
1954.28,0.0,1.0,1.0,1954.28,1.3761424762166197,1,0,57,30037.67,0
1837.18,97200.0,1.0,1.0,1837.18,1.1754906143712054,1,0,57,30037.67,0
1691.82,252000.0,1.0,1.0,1691.82,0.926414998334916,1,0,57,30037.67,0
1949.22,187200.0,1.0,1.0,1949.22,1.3674721224938375,1,0,57,30037.67,0
722.1,216000.0,1.0,1.0,722.1,-0.7352086008857107,1,0,57,30037.67,0
712.69,248400.0,1.0,1.0,712.69,-0.7513327171962602,1,0,57,30037.67,0
76.75,126000.0,1.0,1.0,76.75,-1.8410214022686167,1,0,57,30037.67,0
1958.06,241200.0,1.0,1.0,1958.06,1.3826195388790934,1,0,57,30037.67,0
988.14,108000.0,1.0,1.0,988.14,-0.27934676206970654,1,0,57,30037.67,0
917.73,187200.0,1.0,1.0,917.73,-0.39999490547308514,1,0,57,30037.67,0
1550.82,208800.0,1.0,1.0,1550.82,0.6848102799728029,1,0,57,30037.67,0
502.62,180000.0,1.0,1.0,502.62,-1.1112894773829916,1,0,57,30037.67,0
750.93,36000.0,1.0,2.0,750.93,-0.6858081467695425,1,0,57,30037.67,0
511.11,244800.0,1.0,1.0,511.11,-1.0967417890220388,1,0,57,30037.67,0
1460.32,381600.0,1.0,1.0,1460.32,0.5297377479744252,1,0,57,30037.67,0
468.18,370800.0,1.0,1.0,468.18,-1.1703027149744183,1,0,57,30037.67,0
1665.11,417600.0,1.0,1.0,1665.11,0.8806471825373837,1,0,57,30037.67,0
1400.55,50400.0,1.0,2.0,1400.55,0.4273213365098614,1,0,57,30037.67,0
1729.87,118800.0,1.0,1.0,1729.87,0.9916140021198692,1,0,57,30037.67,0
1609.62,140400.0,1.0,1.0,1609.62,0.7855645880557266,1,0,57,30037.67,0
1244.49,406800.0,1.0,1.0,1244.49,0.1599111780163056,1,0,57,30037.67,0
1983.41,176400.0,1.0,1.0,1983.41,1.426056982925048,1,0,57,30037.67,0
1372.82,324000.0,1.0,1.0,1372.82,0.3798057418986458,1,0,57,30037.67,0
696.71,345600.0,1.0,1.0,696.71,-0.7787145852772996,1,0,57,30037.67,0
138.97,54000.0,1.0,2.0,138.97,-1.7344068946339308,1,0,57,30037.67,0
56.21,417600.0,1.0,1.0,56.21,-1.8762168697520052,1,0,57,30037.67,0
1058.74,187200.0,1.0,1.0,1058.74,-0.15837305202456334,1,0,57,30037.67,0
1245.43,342000.0,1.0,1.0,1245.43,0.1615218761387198,1,0,57,30037.67,0
1085.47,334800.0,1.0,1.0,1085.47,-0.11257096605421377,1,0,57,30037.67,0
1148.43,115200.0,1.0,1.0,1148.43,-0.004688462025287141,1,0,57,30037.67,0
1376.19,259200.0,1.0,1.0,1376.19,0.3855802660183646,1,0,57,30037.67,0
1579.48,370800.0,1.0,1.0,1579.48,0.733919437620024,1,0,57,30037.67,0
1451.43,298800.0,1.0,1.0,1451.43,0.5145046561571263,1,0,57,30037.67,0
244.77,158400.0,1.0,1.0,244.77,-1.5531176804303028,1,0,57,30037.67,0
1799.7,0.0,1.0,1.0,1799.7,1.1883932183404788,2,1,62,15921.1,0
689.33,432000.0,1.0,1.0,689.33,-0.9624431933556696,2,1,62,15921.1,0
1514.62,345600.0,1.0,1.0,1514.62,0.6361804926307258,2,1,62,15921.1,0
1004.64,208800.0,1.0,1.0,1004.64,-0.3516736039648248,2,1,62,15921.1,0
666.97,144000.0,1.0,1.0,666.97,-1.0057555146229282,2,1,62,15921.1,0
488.85,126000.0,1.0,1.0,488.85,-1.350781930728657,2,1,62,15921.1,0
971.37,349200.0,1.0,1.0,971.37,-0.4161190837752761,2,1,62,15921.1,0
1910.32,363600.0,1.0,1.0,1910.32,1.402669111837086,2,1,62,15921.1,0
1124.48,352800.0,1.0,1.0,1124.48,-0.11953815760220107,2,1,62,15921.1,0
429.62,54000.0,1.0,2.0,429.62,-1.4655130930121867,2,1,62,15921.1,0
1678.9,349200.0,1.0,1.0,1678.9,0.9543982089896366,2,1,62,15921.1,0
1314.79,356400.0,1.0,1.0,1314.79,0.24910083436434513,2,1,62,15921.1,0
711.29,108000.0,1.0,1.0,711.29,-0.9199056900001691,2,1,62,15921.1,0
1088.39,284400.0,1.0,1.0,1088.39,-0.18944610369054443,2,1,62,15921.1,0
394.37,248400.0,1.0,1.0,394.37,-1.533793921485839,2,1,62,15921.1,0
1664.03,183600.0,1.0,1.0,1664.03,0.9255943531200418,2,1,62,15921.1,0
1541.43,64800.0,1.0,2.0,1541.43,0.6881126631662898,2,1,62,15921.1,0
1627.98,277200.0,1.0,1.0,1627.98,0.8557638888228741,2,1,62,15921.1,0
948.84,144000.0,1.0,1.0,948.84,-0.45976070265503166,2,1,62,15921.1,0
1857.34,172800.0,1.0,1.0,1857.34,1.3000444794247712,2,1,62,15921.1,0
1108.29,212400.0,1.0,1.0,1108.29,-0.15089891258059634,2,1,62,15921.1,0
722.36,43200.0,1.0,2.0,722.36,-0.8984626042922731,2,1,62,15921.1,0
1665.43,378000.0,1.0,1.0,1665.43,0.9283062158111941,2,1,62,15921.1,0
1804.24,378000.0,1.0,1.0,1804.24,1.1971874016389292,2,1,62,15921.1,0
1920.14,216000.0,1.0,1.0,1920.14,1.4216908915707391,2,1,62,15921.1,0
1592.02,414000.0,1.0,1.0,1592.02,0.7861077585558518,2,1,62,15921.1,0
1448.07,111600.0,1.0,1.0,1448.07,0.5072701625620293,2,1,62,15921.1,0
154.49,392400.0,1.0,1.0,154.49,-1.998452223166965,2,1,62,15921.1,0
571.89,205200.0,1.0,1.0,571.89,-1.189929732247747,2,1,62,15921.1,0
1407.12,194400.0,1.0,1.0,1407.12,0.427948178845829,2,1,62,15921.1,0
950.63,147600.0,1.0,1.0,950.63,-0.45629339249991574,2,1,62,15921.1,0
1025.33,0.0,1.0,1.0,1025.33,0.27749607742660815,0,0,39,172086.14,0
1244.48,223200.0,1.0,1.0,1244.48,0.7425260813879925,0,0,39,172086.14,0
679.34,100800.0,1.0,1.0,679.34,-0.4566847625031169,0,0,39,172086.14,0
593.12,183600.0,1.0,1.0,593.12,-0.6396411254579448,0,0,39,172086.14,0
1404.79,115200.0,1.0,1.0,1404.79,1.0826992957847503,0,0,39,172086.14,0
1183.75,57600.0,1.0,2.0,1183.75,0.6136587661218512,0,0,39,172086.14,0
1443.3,194400.0,1.0,1.0,1443.3,1.164416409417207,0,0,39,172086.14,0
1606.55,190800.0,1.0,1.0,1606.55,1.510828219349655,0,0,39,172086.14,0
937.67,212400.0,1.0,1.0,937.67,0.09148407584205458,0,0,39,172086.14,0
947.51,270000.0,1.0,1.0,947.51,0.11236427314518045,0,0,39,172086.14,0
305.07,356400.0,1.0,1.0,305.07,-1.2508749499666225,0,0,39,172086.14,0
1103.5,259200.0,1.0,1.0,1103.5,0.44337057165276117,0,0,39,172086.14,0
783.13,3600.0,1.0,2.0,783.13,-0.23644536432309388,0,0,39,172086.14,0
1364.52,28800.0,1.0,3.0,1364.52,0.997247512715962,0,0,39,172086.14,0
1299.51,316800.0,1.0,1.0,1299.51,0.8592981604114693,0,0,39,172086.14,0
363.28,169200.0,1.0,1.0,363.28,-1.1273550023025012,0,0,39,172086.14,0
1024.49,140400.0,1.0,1.0,1024.49,0.2757136215592683,0,0,39,172086.14,0
1148.65,118800.0,1.0,1.0,1148.65,0.5391775745222868,0,0,39,172086.14,0
215.1,363600.0,1.0,1.0,215.1,-1.4417887051863612,0,0,39,172086.14,0
985.18,360000.0,1.0,1.0,985.18,0.19229893091029712,0,0,39,172086.14,0
818.39,410400.0,1.0,1.0,818.39,-0.16162465732022643,0,0,39,172086.14,0
1142.83,129600.0,1.0,1.0,1142.83,0.5268277017271449,0,0,39,172086.14,0
1208.36,151200.0,1.0,1.0,1208.36,0.6658804790923719,0,0,39,172086.14,0
219.95,43200.0,1.0,2.0,219.95,-1.4314971445237432,0,0,39,172086.14,0
137.03,75600.0,1.0,2.0,137.03,-1.6074510022854498,0,0,39,172086.14,0
512.22,165600.0,1.0,1.0,512.22,-0.8113086012529527,0,0,39,172086.14,0
1970.09,280800.0,1.0,1.0,1970.09,2.282249655079162,0,0,39,172086.14,0
1122.73,388800.0,1.0,1.0,1122.73,0.4841760791872235,0,0,39,172086.14,0
248.08,54000.0,1.0,2.0,248.08,-1.3718060926805593,0,0,39,172086.14,0
1456.36,378000.0,1.0,1.0,1456.36,1.1921293542118028,0,0,39,172086.14,0
301.69,280800.0,1.0,1.0,301.69,-1.2580472128613953,0,0,39,172086.14,0
793.58,352800.0,1.0,1.0,793.58,-0.21427076454487584,0,0,39,172086.14,0
340.41,64800.0,1.0,2.0,340.41,-1.1758844852621033,0,0,39,172086.14,0
1094.98,432000.0,1.0,1.0,1094.98,0.42529137642688397,0,0,39,172086.14,0
70.33,79200.0,1.0,2.0,70.33,-1.7489864860373288,0,0,39,172086.14,0
1108.76,237600.0,1.0,1.0,1108.76,0.4545321405363426,0,0,39,172086.14,0
752.09,0.0,1.0,1.0,752.09,-0.4170805173374201,2,0,39,121822.76,0
1349.47,108000.0,1.0,1.0,1349.47,0.66072761826494,2,0,39,121822.76,0
1523.38,291600.0,1.0,1.0,1523.38,0.9745004477245913,2,0,39,121822.76,0
